,frame,time,stress_cell_nearest_pair_distance,stress_cell_nearest_pair_anisotropy
700,54,162,8.24498095730964,0.6273535621142241
701,54,162,4.96152674332481,0.7601136134081234
702,54,162,0.0,0.0
703,54,162,0.0,0.0
704,54,162,0.0,0.0
705,54,162,0.0,0.0
706,54,162,0.0,0.0
707,54,162,0.0,0.0
708,54,162,0.0,0.0
709,54,162,0.0,0.0
710,54,162,8.89682857261845,0.9339154482646481
711,54,162,0.0,0.0
712,54,162,0.0,0.0
713,54,162,0.0,0.0
714,54,162,9.254497720283954,0.4835950480463197
715,54,162,5.826033479093083,0.5760285997832475
716,54,162,0.0,0.0
717,54,162,8.27648826074062,0.610569082021302
718,54,162,0.0,0.0
719,54,162,0.0,0.0
720,54,162,0.0,0.0
721,54,162,0.0,0.0
722,57,171,0.0,0.0
723,57,171,7.187783539165599,0.5345818016968804
724,57,171,0.0,0.0
725,57,171,0.0,0.0
726,57,171,0.0,0.0
727,57,171,0.0,0.0
728,57,171,5.1181963630237295,1.0635280966091498
729,57,171,0.0,0.0
730,57,171,0.0,0.0
731,57,171,0.0,0.0
732,57,171,5.302168505395308,0.9785427781556183
733,57,171,7.187783539165599,0.5345818016968804
734,57,171,0.0,0.0
735,57,171,4.946626107785541,0.5095521860191121
736,57,171,0.0,0.0
737,57,171,0.0,0.0
738,57,171,8.22963118511477,0.5959950016722946
739,57,171,4.946626107785541,0.5095521860191121
740,57,171,5.1181963630237295,1.0635280966091498
741,57,171,0.0,0.0
742,57,171,0.0,0.0
743,57,171,0.0,0.0
744,57,171,0.0,0.0
745,57,171,0.0,0.0
746,57,171,0.0,0.0
747,57,171,0.0,0.0
748,57,171,0.0,0.0
749,57,171,0.0,0.0
750,57,171,0.0,0.0
751,57,171,0.0,0.0
752,57,171,5.604807045922976,0.6680647456689648
753,57,171,8.22963118511477,0.5959950016722946
754,57,171,0.0,0.0
755,57,171,5.882739885372496,0.4096948575871505
756,57,171,0.0,0.0
757,57,171,0.0,0.0
758,57,171,0.0,0.0
759,57,171,0.0,0.0
760,60,180,0.0,0.0
761,60,180,7.119867811547822,0.590327835152024
762,60,180,0.0,0.0
763,60,180,0.0,0.0
764,60,180,0.0,0.0
765,60,180,0.0,0.0
766,60,180,5.063249094119429,0.9203412886627644
767,60,180,0.0,0.0
768,60,180,0.0,0.0
769,60,180,0.0,0.0
770,60,180,5.29073740804616,0.9501643522133048
771,60,180,7.119867811547822,0.590327835152024
772,60,180,4.803300096645179,0.7314643265392695
773,60,180,0.0,0.0
774,60,180,0.0,0.0
775,60,180,0.0,0.0
776,60,180,4.803300096645179,0.7314643265392695
777,60,180,8.329027279511104,0.808117928592163
778,60,180,5.063249094119429,0.9203412886627644
779,60,180,0.0,0.0
780,60,180,0.0,0.0
781,60,180,0.0,0.0
782,60,180,0.0,0.0
783,60,180,0.0,0.0
784,60,180,0.0,0.0
785,60,180,0.0,0.0
786,60,180,0.0,0.0
787,60,180,0.0,0.0
788,60,180,0.0,0.0
789,60,180,0.0,0.0
790,60,180,5.663223237930813,0.5924986339365645
791,60,180,8.157508149933882,0.7276474428393046
792,60,180,0.0,0.0
793,60,180,0.0,0.0
794,60,180,0.0,0.0
795,60,180,0.0,0.0
796,60,180,0.0,0.0
797,60,180,0.0,0.0
